customerNumber,checkNumber,paymentDate,amount,store_id,create_timestamp,update_timestamp
0,2003-04-22 00:00:00,0000-00-00,148.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-05 00:00:00,0000-00-00,278.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-09 00:00:00,0000-00-00,211.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-04-23 00:00:00,0000-00-00,406.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-14 00:00:00,0000-00-00,486.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-03-02 00:00:00,0000-00-00,219.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-02 00:00:00,0000-00-00,385.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-10-03 00:00:00,0000-00-00,189.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-17 00:00:00,0000-00-00,112.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-03 00:00:00,0000-00-00,209.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-20 00:00:00,0000-00-00,233.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-16 00:00:00,0000-00-00,166.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-08 00:00:00,0000-00-00,187.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-11 00:00:00,0000-00-00,350.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-14 00:00:00,0000-00-00,161.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-18 00:00:00,0000-00-00,161.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-18 00:00:00,0000-00-00,219.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-02-12 00:00:00,0000-00-00,379.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-04-19 00:00:00,0000-00-00,381.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-05-12 00:00:00,0000-00-00,382.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-04 00:00:00,0000-00-00,172.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-01-19 00:00:00,0000-00-00,177.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-05-25 00:00:00,0000-00-00,350.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-19 00:00:00,0000-00-00,175.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-03-12 00:00:00,0000-00-00,131.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-25 00:00:00,0000-00-00,181.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-03 00:00:00,0000-00-00,145.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-01-10 00:00:00,0000-00-00,353.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-10 00:00:00,0000-00-00,471.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-19 00:00:00,0000-00-00,385.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-04-11 00:00:00,2011-04-04,124.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-01-27 00:00:00,0000-00-00,334.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-01 00:00:00,0000-00-00,382.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-28 00:00:00,0000-00-00,339.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-01 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-02-16 00:00:00,0000-00-00,121.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-14 00:00:00,0000-00-00,119.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-07 00:00:00,0000-00-00,166.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-11 00:00:00,0000-00-00,148.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-15 00:00:00,0000-00-00,458.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-02-15 00:00:00,0000-00-00,311.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-01-18 00:00:00,0000-00-00,347.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-01-28 00:00:00,0000-00-00,128.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-03 00:00:00,0000-00-00,321.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-19 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-08 00:00:00,0000-00-00,129.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-18 00:00:00,0000-00-00,386.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-06-21 00:00:00,0000-00-00,398.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-20 00:00:00,0000-00-00,201.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-13 00:00:00,0000-00-00,324.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-10-28 00:00:00,0000-00-00,286.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-04-15 00:00:00,0000-00-00,462.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-26 00:00:00,0000-00-00,145.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-15 00:00:00,2027-12-01,452.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-06-21 00:00:00,0000-00-00,209.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-19 00:00:00,0000-00-00,167.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-07-21 00:00:00,0000-00-00,353.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-06-21 00:00:00,0000-00-00,450.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-04-20 00:00:00,0000-00-00,172.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-03-09 00:00:00,2051-00-01,385.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-02-09 00:00:00,0000-00-00,276.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-16 00:00:00,0000-00-00,328.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-02-10 00:00:00,0000-00-00,256.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-17 00:00:00,0000-00-00,250.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-28 00:00:00,0000-00-00,415.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-06-25 00:00:00,0000-00-00,447.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-06-24 00:00:00,0000-00-00,323.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-04-16 00:00:00,0000-00-00,124.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-06 00:00:00,0000-00-00,259.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-25 00:00:00,0000-00-00,496.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-18 00:00:00,0000-00-00,128.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-06 00:00:00,0000-00-00,311.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-28 00:00:00,0000-00-00,121.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-24 00:00:00,0000-00-00,128.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-06 00:00:00,0000-00-00,198.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-05-14 00:00:00,0000-00-00,495.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-20 00:00:00,0000-00-00,452.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-11 00:00:00,0000-00-00,362.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-07-07 00:00:00,0000-00-00,324.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-18 00:00:00,0000-00-00,146.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-09-16 00:00:00,0000-00-00,379.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-04-18 00:00:00,0000-00-00,448.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-01-16 00:00:00,0000-00-00,146.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-02-03 00:00:00,0000-00-00,381.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-07 00:00:00,0000-00-00,259.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-26 00:00:00,0000-00-00,151.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-15 00:00:00,0000-00-00,171.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-02 00:00:00,0000-00-00,379.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-08 00:00:00,0000-00-00,462.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-13 00:00:00,0000-00-00,204.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-05-20 00:00:00,0000-00-00,114.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-25 00:00:00,0000-00-00,412.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-01-18 00:00:00,0000-00-00,320.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-13 00:00:00,0000-00-00,456.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-10-26 00:00:00,0000-00-00,484.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-04 00:00:00,0000-00-00,205.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-03 00:00:00,0000-00-00,167.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-05-13 00:00:00,0000-00-00,173.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-03-02 00:00:00,0000-00-00,278.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-01-30 00:00:00,0000-00-00,181.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-05-21 00:00:00,0000-00-00,353.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-05 00:00:00,0000-00-00,455.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-23 00:00:00,0000-00-00,324.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-30 00:00:00,0000-00-00,250.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-10-22 00:00:00,0000-00-00,256.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-18 00:00:00,0000-00-00,386.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-03 00:00:00,0000-00-00,452.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-07-05 00:00:00,0000-00-00,323.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-08-16 00:00:00,0000-00-00,334.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-18 00:00:00,0000-00-00,202.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-27 00:00:00,0000-00-00,124.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-19 00:00:00,0000-00-00,157.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-01-28 00:00:00,0000-00-00,406.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-01-30 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-06-09 00:00:00,0000-00-00,353.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-15 00:00:00,0000-00-00,333.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-17 00:00:00,0000-00-00,363.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-06 00:00:00,0000-00-00,319.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-07-18 00:00:00,0000-00-00,250.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-08-20 00:00:00,0000-00-00,320.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-10-19 00:00:00,0000-00-00,103.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-06-06 00:00:00,0000-00-00,112.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-07-06 00:00:00,0000-00-00,198.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-01 00:00:00,0000-00-00,145.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-06-03 00:00:00,0000-00-00,242.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-02 00:00:00,0000-00-00,124.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-23 00:00:00,0000-00-00,486.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-08-03 00:00:00,0000-00-00,282.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-31 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-11 00:00:00,0000-00-00,129.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-16 00:00:00,0000-00-00,240.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-29 00:00:00,0000-00-00,173.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-01 00:00:00,0000-00-00,233.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-19 00:00:00,0000-00-00,249.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-22 00:00:00,0000-00-00,171.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-03-25 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-30 00:00:00,0000-00-00,260.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-19 00:00:00,0000-00-00,175.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-18 00:00:00,0000-00-00,128.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-06-18 00:00:00,0000-00-00,151.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-08 00:00:00,0000-00-00,202.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-05-12 00:00:00,0000-00-00,455.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-12 00:00:00,0000-00-00,144.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-24 00:00:00,0000-00-00,204.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-01-16 00:00:00,0000-00-00,363.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-21 00:00:00,0000-00-00,198.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-03-20 00:00:00,0000-00-00,486.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-03-18 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-18 00:00:00,0000-00-00,233.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-29 00:00:00,0000-00-00,484.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-02-20 00:00:00,0000-00-00,145.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-17 00:00:00,0000-00-00,333.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-06-05 00:00:00,0000-00-00,103.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-26 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-02-25 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-28 00:00:00,0000-00-00,240.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-09 00:00:00,0000-00-00,475.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-05-18 00:00:00,0000-00-00,398.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-02 00:00:00,0000-00-00,282.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-10-21 00:00:00,0000-00-00,186.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-29 00:00:00,0000-00-00,398.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-07 00:00:00,0000-00-00,424.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-02-02 00:00:00,0000-00-00,161.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-05 00:00:00,0000-00-00,286.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-08-15 00:00:00,0000-00-00,124.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-07-21 00:00:00,0000-00-00,242.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-04 00:00:00,0000-00-00,121.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-14 00:00:00,0000-00-00,151.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-03-27 00:00:00,0000-00-00,187.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-26 00:00:00,0000-00-00,148.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-13 00:00:00,0000-00-00,276.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-30 00:00:00,0000-00-00,448.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-09 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-02-28 00:00:00,0000-00-00,166.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-03-15 00:00:00,0000-00-00,321.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-04-09 00:00:00,0000-00-00,144.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-09-28 00:00:00,0000-00-00,276.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-26 00:00:00,0000-00-00,124.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-18 00:00:00,0000-00-00,298.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-05-22 00:00:00,0000-00-00,334.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-24 00:00:00,0000-00-00,347.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-10 00:00:00,0000-00-00,146.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-02-17 00:00:00,0000-00-00,473.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-09-05 00:00:00,0000-00-00,205.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-04-16 00:00:00,0000-00-00,424.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-08 00:00:00,0000-00-00,119.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-09 00:00:00,0000-00-00,314.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-28 00:00:00,0000-00-00,121.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-02 00:00:00,0000-00-00,131.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-15 00:00:00,0000-00-00,114.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-07-16 00:00:00,0000-00-00,496.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-07-09 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-03 00:00:00,0000-00-00,314.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-03-27 00:00:00,0000-00-00,148.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-16 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-06 00:00:00,0000-00-00,216.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-12-14 00:00:00,0000-00-00,216.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-12-31 00:00:00,0000-00-00,496.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-30 00:00:00,0000-00-00,456.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-10-31 00:00:00,0000-00-00,227.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-08-22 00:00:00,0000-00-00,381.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-24 00:00:00,0000-00-00,320.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-06-17 00:00:00,0000-00-00,406.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-02-06 00:00:00,0000-00-00,458.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-05-15 00:00:00,0000-00-00,357.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-11 00:00:00,0000-00-00,131.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-08-20 00:00:00,0000-00-00,112.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-04 00:00:00,0000-00-00,249.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-03-01 00:00:00,0000-00-00,333.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-02-22 00:00:00,0000-00-00,119.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-24 00:00:00,0000-00-00,260.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-08-05 00:00:00,0000-00-00,161.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-24 00:00:00,0000-00-00,278.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-02 00:00:00,0000-00-00,344.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2005-02-06 00:00:00,0000-00-00,205.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-01 00:00:00,0000-00-00,189.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-07 00:00:00,0000-00-00,157.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-05-31 00:00:00,0000-00-00,114.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-15 00:00:00,0000-00-00,239.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-04-25 00:00:00,0000-00-00,311.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-09-05 00:00:00,0000-00-00,299.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-03-10 00:00:00,0000-00-00,114.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-05-30 00:00:00,0000-00-00,328.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2003-11-25 00:00:00,0000-00-00,124.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-11-02 00:00:00,0000-00-00,227.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
0,2004-05-17 00:00:00,0000-00-00,141.00,NULL,2021-10-08 09:54:56,2021-10-08 09:54:56
