orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,store_id,create_timestamp,update_timestamp
10105,S12_3891,29,141.88,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S12_3891,39,173.02,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S12_3891,49,155.72,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S12_3891,27,152.26,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S12_3891,20,152.26,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S12_3990,32,65.44,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S12_3990,20,67.03,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10191,S12_3990,30,70.22,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10203,S12_3990,44,63.84,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S12_3990,28,79.80,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10238,S12_3990,20,73.42,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S12_4473,41,111.39,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S12_4473,24,114.95,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S12_4473,48,109.02,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S12_4473,37,105.47,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S12_4675,20,104.80,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S12_4675,36,107.10,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10203,S12_4675,47,115.16,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S12_4675,33,110.55,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_1097,38,116.67,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10150,S18_1097,34,95.67,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10194,S18_1097,21,103.84,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10205,S18_1342,36,98.63,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S18_1342,25,85.27,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_1367,42,51.21,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10205,S18_1367,48,45.82,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S18_1367,31,50.14,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S18_1589,43,102.04,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S18_1589,42,124.44,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S18_1589,38,105.77,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S18_1662,43,151.38,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S18_1662,42,127.73,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S18_1662,31,141.92,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10234,S18_1662,50,146.65,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10214,S18_1749,30,166.60,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S18_1749,26,136.00,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S18_1984,31,113.80,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10136,S18_1984,36,120.91,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S18_1984,48,139.41,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S18_1984,21,129.45,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S18_1984,41,133.72,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S18_2238,24,135.90,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S18_2238,43,152.27,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S18_2238,29,134.26,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S18_2238,46,145.72,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10230,S18_2238,49,153.91,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10214,S18_2248,21,53.28,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S18_2248,28,59.93,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S18_2319,29,122.73,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S18_2319,49,106.78,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S18_2319,46,120.28,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S18_2319,46,119.05,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10218,S18_2319,22,110.46,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10101,S18_2325,25,108.06,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10214,S18_2325,27,125.86,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S18_2325,46,118.23,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_2432,43,51.05,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S18_2432,39,58.34,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S18_2432,31,60.77,18,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S18_2432,44,60.77,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10194,S18_2432,45,51.05,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10133,S18_2581,49,80.26,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10157,S18_2581,33,69.27,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S18_2581,50,68.43,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10101,S18_2795,26,167.06,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10205,S18_2795,40,138.38,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10214,S18_2795,50,167.06,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S18_2795,29,146.81,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S18_2870,23,125.40,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S18_2870,27,130.68,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S18_2870,40,117.48,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10112,S18_2949,23,85.10,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_2949,31,93.21,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10150,S18_2949,47,93.21,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_2957,46,61.84,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10150,S18_2957,30,56.21,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S18_3029,21,74.84,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S18_3029,41,70.54,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10234,S18_3029,48,84.30,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_3136,30,93.20,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10150,S18_3136,26,97.39,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S18_3140,22,136.59,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S18_3140,26,121.57,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10128,S18_3140,41,120.20,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S18_3140,31,125.66,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S18_3140,24,117.47,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10221,S18_3140,33,133.86,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S18_3259,38,87.73,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S18_3259,21,81.68,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10128,S18_3259,41,80.67,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S18_3259,29,82.69,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S18_3259,50,84.71,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S18_3259,48,96.81,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10221,S18_3259,23,89.75,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S18_3278,21,69.15,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S18_3278,30,73.17,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10191,S18_3278,36,75.59,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10203,S18_3278,33,66.74,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S18_3278,35,73.17,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10238,S18_3278,41,68.35,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S18_3685,36,132.80,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S18_3685,39,137.04,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S18_3685,45,115.85,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S18_3782,35,59.06,16,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10191,S18_3782,43,60.93,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10202,S18_3782,30,55.33,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S18_3782,46,60.30,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S18_3856,27,95.28,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S18_3856,48,104.81,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10234,S18_3856,39,85.75,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S18_4027,38,119.20,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S18_4027,22,122.08,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S18_4027,28,123.51,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10230,S18_4027,42,142.18,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S18_4409,34,87.43,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S18_4522,41,75.48,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S18_4522,23,73.73,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10128,S18_4522,43,77.24,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S18_4522,22,82.50,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S18_4522,45,72.85,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10221,S18_4522,39,84.26,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_4600,50,102.92,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10150,S18_4600,49,111.39,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10194,S18_4600,32,113.82,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S18_4668,43,47.29,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10150,S18_4668,30,47.29,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10194,S18_4668,41,47.79,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S18_4721,28,145.82,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10191,S18_4721,32,136.90,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10202,S18_4721,43,124.99,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S18_4721,41,148.80,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10238,S18_4721,44,120.53,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S24_1046,37,73.49,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S24_1046,41,61.73,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S24_1444,35,52.02,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S24_1444,25,46.82,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S24_1444,31,57.22,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10230,S24_1444,36,47.40,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10134,S24_1578,35,94.67,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10188,S24_1578,25,95.80,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S24_1578,25,109.32,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S24_1628,23,47.29,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S24_1628,34,45.28,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S24_1628,45,43.27,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10101,S24_1937,45,32.53,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10205,S24_1937,32,27.88,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10214,S24_1937,20,32.19,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S24_1937,42,27.22,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S24_2011,43,117.97,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S24_2011,41,119.20,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S24_2011,40,111.83,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S24_2011,35,122.89,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10221,S24_2011,49,113.06,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10101,S24_2022,46,44.35,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10205,S24_2022,24,36.74,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10214,S24_2022,49,39.87,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S24_2022,24,39.42,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S24_2300,27,122.68,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S24_2300,42,109.90,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S24_2300,32,117.57,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S24_2300,24,117.57,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10194,S24_2300,49,112.46,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10190,S24_2360,42,58.87,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10202,S24_2360,50,56.10,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S24_2360,21,62.33,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S24_2840,44,30.41,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S24_2840,30,29.35,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S24_2840,27,31.12,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S24_2840,42,30.06,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S24_2841,41,64.40,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S24_2841,34,67.82,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10234,S24_2841,44,67.14,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S24_2972,39,34.74,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S24_2972,37,32.85,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10203,S24_2972,21,33.23,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S24_2972,34,37.38,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S24_3151,44,73.46,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S24_3151,35,72.58,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S24_3151,20,80.54,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S24_3191,20,72.77,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S24_3191,27,77.91,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S24_3191,40,78.76,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S24_3371,34,50.82,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S24_3371,23,54.49,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10191,S24_3371,48,53.27,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10203,S24_3371,34,56.94,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S24_3371,48,52.66,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10238,S24_3371,47,53.88,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S24_3420,20,63.12,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S24_3420,27,65.75,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10234,S24_3420,25,65.09,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10161,S24_3432,30,94.23,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S24_3432,46,100.66,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S24_3856,43,136.22,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10181,S24_3856,25,122.17,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10203,S24_3856,47,140.43,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10212,S24_3856,49,117.96,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10239,S24_3856,29,133.41,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S24_3949,28,62.10,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S24_3949,30,64.15,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S24_3949,29,56.64,16,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10214,S24_3969,44,38.57,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10227,S24_3969,27,34.88,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S24_4258,34,83.76,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10133,S24_4278,46,61.58,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10157,S24_4278,33,66.65,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S24_4278,40,68.10,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10122,S24_4620,29,67.10,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10191,S24_4620,44,77.61,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10202,S24_4620,50,75.18,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S24_4620,22,80.84,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10238,S24_4620,22,67.91,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S32_1268,43,82.83,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S32_1268,27,84.75,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S32_1268,46,84.75,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10194,S32_1268,37,77.05,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10133,S32_1374,23,80.91,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10157,S32_1374,34,83.91,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10188,S32_1374,44,81.91,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S32_1374,46,84.91,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S32_2509,35,51.95,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10151,S32_2509,41,43.29,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S32_2509,48,50.86,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10184,S32_2509,33,52.49,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10133,S32_4289,49,67.41,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10157,S32_4289,28,56.41,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S32_4289,39,57.10,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10190,S32_4485,42,89.80,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10202,S32_4485,31,81.64,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10211,S32_4485,37,94.91,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10104,S50_1514,32,53.31,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S50_1514,21,55.65,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S50_1514,31,53.31,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10165,S50_1514,38,49.21,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S50_1514,30,57.99,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10230,S50_1514,43,57.41,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S700_1138,41,54.00,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S700_1138,25,57.34,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S700_1138,43,58.00,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S700_1138,38,56.67,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S700_1938,29,86.61,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S700_1938,38,75.35,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10128,S700_1938,32,72.75,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S700_1938,31,80.55,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S700_1938,40,73.62,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10221,S700_1938,23,69.29,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S700_2047,29,74.23,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S700_2047,34,86.90,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10234,S700_2047,29,83.28,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S700_2466,22,91.74,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S700_2466,26,93.74,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10126,S700_2824,45,97.10,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10150,S700_2824,20,95.08,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10194,S700_2824,26,80.92,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10132,S700_3167,36,80.00,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10210,S700_3167,31,64.00,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S700_3505,39,92.16,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S700_3505,50,87.15,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S700_3505,37,95.16,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10105,S700_3962,22,99.31,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10117,S700_3962,45,89.38,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10153,S700_3962,20,85.41,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10208,S700_3962,33,95.34,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10119,S700_4002,26,63.67,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10178,S700_4002,45,68.11,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
