orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,store_id,create_timestamp,update_timestamp
10192,S18_1984,47,128.03,10,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10204,S18_1984,38,133.72,16,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10321,S18_1984,25,142.25,9,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10390,S18_1984,34,132.29,15,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10192,S18_2870,38,110.88,8,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10204,S18_2870,27,106.92,14,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10321,S18_2870,27,126.72,7,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10142,S18_3259,22,95.80,10,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10185,S18_3259,49,94.79,11,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10196,S18_3259,35,81.68,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10282,S18_3259,36,88.74,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10396,S18_3259,24,91.76,4,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10414,S18_3259,48,85.71,14,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10135,S18_3782,45,49.74,13,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10159,S18_3782,21,54.71,8,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10237,S18_3782,26,49.74,1,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10264,S18_3782,48,58.44,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10276,S18_3782,33,54.71,9,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10319,S18_3782,44,54.71,4,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10390,S18_3782,36,54.09,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10130,S18_3856,33,99.52,1,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10143,S18_3856,34,99.52,12,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10249,S18_3856,46,88.93,5,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10307,S18_3856,48,92.11,6,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10135,S18_4721,31,133.92,12,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10159,S18_4721,32,142.85,7,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10264,S18_4721,20,124.99,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10276,S18_4721,48,120.53,8,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10319,S18_4721,45,120.53,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10390,S18_4721,49,122.02,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10192,S24_1628,47,49.30,6,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10204,S24_1628,45,46.79,12,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10321,S24_1628,48,42.76,5,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10127,S24_2840,39,34.30,12,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10207,S24_2840,42,30.76,8,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10219,S24_2840,21,31.12,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10229,S24_2840,33,34.65,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10271,S24_2840,38,28.64,6,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10281,S24_2840,20,33.95,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10305,S24_2840,48,30.76,6,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10324,S24_2840,30,29.35,9,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10335,S24_2840,33,32.88,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10349,S24_2840,36,31.47,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10371,S24_2840,45,35.01,8,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10135,S24_2972,20,34.36,1,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10147,S24_2972,25,33.23,1,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10192,S24_2972,30,33.23,13,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10321,S24_2972,37,31.72,12,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10390,S24_2972,37,35.87,5,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10168,S32_1374,28,89.90,7,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10285,S32_1374,37,82.91,12,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10318,S32_1374,47,81.91,7,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10135,S32_2206,33,38.62,14,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10159,S32_2206,35,39.43,9,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10237,S32_2206,26,35.00,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10264,S32_2206,20,39.02,4,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10276,S32_2206,27,35.40,10,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10285,S32_2206,37,36.61,1,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10319,S32_2206,29,35.00,5,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10390,S32_2206,41,39.02,11,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10127,S32_3207,29,60.90,6,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10142,S32_3207,42,60.90,16,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10207,S32_3207,45,55.30,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10272,S32_3207,45,56.55,6,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10282,S32_3207,36,51.58,9,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10371,S32_3207,30,53.44,11,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10115,S50_1392,27,100.70,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10127,S50_1392,46,111.12,9,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10207,S50_1392,28,106.49,5,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10271,S50_1392,34,93.76,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10282,S50_1392,38,114.59,12,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10305,S50_1392,42,109.96,3,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10371,S50_1392,48,97.23,10,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10127,S50_1514,46,55.65,4,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10142,S50_1514,42,56.24,14,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10185,S50_1514,20,46.86,15,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10196,S50_1514,46,56.82,7,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10272,S50_1514,43,53.89,4,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10282,S50_1514,37,56.24,7,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10337,S50_1514,21,54.48,6,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10143,S700_1691,36,86.77,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10168,S700_1691,28,91.34,14,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10388,S700_1691,46,74.90,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10143,S700_2466,26,79.78,4,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10168,S700_2466,31,87.75,16,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
10352,S700_2466,49,87.75,2,NULL,2021-10-10 10:47:43,2021-10-10 10:47:43
